event_id,user_id,event_type,description,category,direction,amount,currency,event_date,settlement_date,status,linked_event_id,flexibility,minimum_allowed_amount
event_1823,user_15,expense,Ride service,transport,debit,379080.43,IDR,2025-12-22,2025-12-22,settled,,fixed,
event_1824,user_15,expense,Food delivery,dining,debit,761832.94,IDR,2025-12-23,2025-12-23,settled,,fixed,
event_1825,user_15,expense,Supermarket purchase,groceries,debit,689073.59,IDR,2025-12-28,2025-12-28,settled,,fixed,
event_1826,user_15,expense,Fuel,transport,debit,510404,IDR,2025-12-29,2025-12-29,settled,,fixed,
event_1827,user_15,expense,Neighborhood market,groceries,debit,834351.51,IDR,2026-01-04,2026-01-04,settled,,fixed,
event_1828,user_15,expense,Ride service,transport,debit,471639.08,IDR,2026-01-05,2026-01-05,settled,,fixed,
event_1829,user_15,expense,Food delivery,dining,debit,621141.62,IDR,2026-01-06,2026-01-06,settled,,fixed,
event_1830,user_16,income,Payroll credit,salary,credit,70000,INR,2023-03-15,2023-03-15,settled,,fixed,
event_1831,user_16,expense,Monthly rent,rent,debit,21200,INR,2023-03-01,2023-03-01,settled,,fixed,
event_1832,user_16,expense,Utility bill,utilities,debit,3126.93,INR,2023-03-05,2023-03-05,settled,,fixed,
event_1833,user_16,debt_payment,Loan repayment,debt_repayment,debit,11150,INR,2023-03-10,2023-03-10,settled,,fixed,
event_1834,user_16,subscription,Streaming subscription,streaming,debit,1980,INR,2023-03-08,2023-03-08,settled,,fixed,
event_1835,user_16,subscription,Fitness membership,gym,debit,1270,INR,2023-03-09,2023-03-09,settled,,stoppable,
event_1836,user_16,subscription,Music subscription,music_subscription,debit,530,INR,2023-03-10,2023-03-10,settled,,fixed,
event_1837,user_16,subscription,Cloud storage subscription,cloud_storage,debit,230,INR,2023-03-11,2023-03-11,settled,,stoppable,
event_1838,user_16,subscription,Delivery membership,delivery_membership,debit,900,INR,2023-03-12,2023-03-12,settled,,fixed,
event_1839,user_16,expense,Discretionary shopping budget,shopping,debit,1440,INR,2023-03-11,2023-03-11,settled,,reducible,576
event_1840,user_16,expense,Entertainment budget,entertainment,debit,2460,INR,2023-03-13,2023-03-13,settled,,reducible,1230
event_1841,user_16,income,Payroll credit,salary,credit,70000,INR,2023-04-15,2023-04-15,settled,,fixed,
event_1842,user_16,expense,Monthly rent,rent,debit,21200,INR,2023-04-01,2023-04-01,settled,,fixed,
event_1843,user_16,expense,Utility bill,utilities,debit,3186.13,INR,2023-04-05,2023-04-05,settled,,fixed,
event_1844,user_16,debt_payment,Loan repayment,debt_repayment,debit,11150,INR,2023-04-10,2023-04-10,settled,,fixed,
event_1845,user_16,subscription,Streaming subscription,streaming,debit,1980,INR,2023-04-08,2023-04-08,settled,,fixed,
event_1846,user_16,subscription,Fitness membership,gym,debit,1270,INR,2023-04-09,2023-04-09,settled,,stoppable,
event_1847,user_16,subscription,Music subscription,music_subscription,debit,530,INR,2023-04-10,2023-04-10,settled,,fixed,
event_1848,user_16,subscription,Cloud storage subscription,cloud_storage,debit,230,INR,2023-04-11,2023-04-11,settled,,stoppable,
event_1849,user_16,subscription,Delivery membership,delivery_membership,debit,900,INR,2023-04-12,2023-04-12,settled,,fixed,
event_1850,user_16,expense,Discretionary shopping budget,shopping,debit,1440,INR,2023-04-11,2023-04-11,settled,,reducible,576
event_1851,user_16,expense,Entertainment budget,entertainment,debit,2460,INR,2023-04-13,2023-04-13,settled,,reducible,1230
event_1852,user_16,income,Payroll credit,salary,credit,70000,INR,2023-05-15,2023-05-15,settled,,fixed,
event_1853,user_16,expense,Monthly rent,rent,debit,21200,INR,2023-05-01,2023-05-01,settled,,fixed,
event_1854,user_16,expense,Utility bill,utilities,debit,3059.37,INR,2023-05-05,2023-05-05,settled,,fixed,
event_1855,user_16,debt_payment,Loan repayment,debt_repayment,debit,11150,INR,2023-05-10,2023-05-10,settled,,fixed,
event_1856,user_16,subscription,Streaming subscription,streaming,debit,1980,INR,2023-05-08,2023-05-08,settled,,fixed,
event_1857,user_16,subscription,Fitness membership,gym,debit,1270,INR,2023-05-09,2023-05-09,settled,,stoppable,
event_1858,user_16,subscription,Music subscription,music_subscription,debit,530,INR,2023-05-10,2023-05-10,settled,,fixed,
event_1859,user_16,subscription,Cloud storage subscription,cloud_storage,debit,230,INR,2023-05-11,2023-05-11,settled,,stoppable,
event_1860,user_16,subscription,Delivery membership,delivery_membership,debit,900,INR,2023-05-12,2023-05-12,settled,,fixed,
event_1861,user_16,expense,Discretionary shopping budget,shopping,debit,1440,INR,2023-05-11,2023-05-11,settled,,reducible,576
event_1862,user_16,expense,Entertainment budget,entertainment,debit,2460,INR,2023-05-13,2023-05-13,settled,,reducible,1230
event_1863,user_16,income,Payroll credit,salary,credit,70000,INR,2023-06-15,2023-06-15,settled,,fixed,
event_1864,user_16,expense,Monthly rent,rent,debit,21200,INR,2023-06-01,2023-06-01,settled,,fixed,
event_1865,user_16,expense,Utility bill,utilities,debit,3158.15,INR,2023-06-05,2023-06-05,settled,,fixed,
event_1866,user_16,debt_payment,Loan repayment,debt_repayment,debit,11150,INR,2023-06-10,2023-06-10,settled,,fixed,
event_1867,user_16,subscription,Streaming subscription,streaming,debit,1980,INR,2023-06-08,2023-06-08,settled,,fixed,
event_1868,user_16,subscription,Fitness membership,gym,debit,1270,INR,2023-06-09,2023-06-09,settled,,stoppable,
event_1869,user_16,subscription,Music subscription,music_subscription,debit,530,INR,2023-06-10,2023-06-10,settled,,fixed,
event_1870,user_16,subscription,Cloud storage subscription,cloud_storage,debit,230,INR,2023-06-11,2023-06-11,settled,,stoppable,
event_1871,user_16,subscription,Delivery membership,delivery_membership,debit,900,INR,2023-06-12,2023-06-12,settled,,fixed,
event_1872,user_16,expense,Discretionary shopping budget,shopping,debit,1440,INR,2023-06-11,2023-06-11,settled,,reducible,576
event_1873,user_16,expense,Entertainment budget,entertainment,debit,2460,INR,2023-06-13,2023-06-13,settled,,reducible,1230
event_1874,user_16,income,Payroll credit,salary,credit,70000,INR,2023-07-15,2023-07-15,settled,,fixed,
event_1875,user_16,expense,Monthly rent,rent,debit,21200,INR,2023-07-01,2023-07-01,settled,,fixed,
event_1876,user_16,expense,Utility bill,utilities,debit,3200.33,INR,2023-07-05,2023-07-05,settled,,fixed,
event_1877,user_16,debt_payment,Loan repayment,debt_repayment,debit,11150,INR,2023-07-10,2023-07-10,settled,,fixed,
event_1878,user_16,subscription,Streaming subscription,streaming,debit,1980,INR,2023-07-08,2023-07-08,settled,,fixed,
event_1879,user_16,subscription,Fitness membership,gym,debit,1270,INR,2023-07-09,2023-07-09,settled,,stoppable,
event_1880,user_16,subscription,Music subscription,music_subscription,debit,530,INR,2023-07-10,2023-07-10,settled,,fixed,
event_1881,user_16,subscription,Cloud storage subscription,cloud_storage,debit,230,INR,2023-07-11,2023-07-11,settled,,stoppable,
event_1882,user_16,subscription,Delivery membership,delivery_membership,debit,900,INR,2023-07-12,2023-07-12,settled,,fixed,
event_1883,user_16,expense,Discretionary shopping budget,shopping,debit,1440,INR,2023-07-11,2023-07-11,settled,,reducible,576
event_1884,user_16,expense,Entertainment budget,entertainment,debit,2460,INR,2023-07-13,2023-07-13,settled,,reducible,1230
event_1885,user_16,expense,Monthly rent,rent,debit,21200,INR,2023-08-01,2023-08-01,settled,,fixed,
event_1886,user_16,expense,Utility bill,utilities,debit,3351.84,INR,2023-08-05,2023-08-05,settled,,fixed,
event_1887,user_16,debt_payment,Loan repayment,debt_repayment,debit,11150,INR,2023-08-10,2023-08-10,settled,,fixed,
event_1888,user_16,subscription,Streaming subscription,streaming,debit,1980,INR,2023-08-08,2023-08-08,settled,,fixed,
event_1889,user_16,subscription,Fitness membership,gym,debit,1270,INR,2023-08-09,2023-08-09,settled,,stoppable,
event_1890,user_16,subscription,Music subscription,music_subscription,debit,530,INR,2023-08-10,2023-08-10,settled,,fixed,
event_1891,user_16,subscription,Cloud storage subscription,cloud_storage,debit,230,INR,2023-08-11,2023-08-11,settled,,stoppable,
event_1892,user_16,expense,Discretionary shopping budget,shopping,debit,1440,INR,2023-08-11,2023-08-11,settled,,reducible,576
event_1893,user_16,expense,Supermarket purchase,groceries,debit,2628.36,INR,2023-02-16,2023-02-16,settled,,fixed,
event_1894,user_16,expense,Fuel,transport,debit,1235.08,INR,2023-02-17,2023-02-17,settled,,fixed,
event_1895,user_16,expense,Neighborhood market,groceries,debit,3494.78,INR,2023-02-23,2023-02-23,settled,,fixed,
event_1896,user_16,expense,Fuel,transport,debit,1420.32,INR,2023-02-24,2023-02-24,settled,,fixed,
event_1897,user_16,expense,Restaurant,dining,debit,2543.49,INR,2023-02-25,2023-02-25,settled,,fixed,
event_1898,user_16,expense,Supermarket purchase,groceries,debit,2597.82,INR,2023-03-02,2023-03-02,settled,,fixed,
event_1899,user_16,expense,Fuel,transport,debit,1043.7,INR,2023-03-03,2023-03-03,settled,,fixed,
event_1900,user_16,expense,Grocery store,groceries,debit,3578.86,INR,2023-03-09,2023-03-09,settled,,fixed,
event_1901,user_16,expense,Transit pass,transport,debit,1579.02,INR,2023-03-10,2023-03-10,settled,,fixed,
event_1902,user_16,expense,Food delivery,dining,debit,1705.38,INR,2023-03-11,2023-03-11,settled,,fixed,
event_1903,user_16,expense,Supermarket purchase,groceries,debit,3569.74,INR,2023-03-16,2023-03-16,settled,,fixed,
event_1904,user_16,expense,Transit pass,transport,debit,1369.31,INR,2023-03-17,2023-03-17,settled,,fixed,
event_1905,user_16,expense,Grocery store,groceries,debit,3350.8,INR,2023-03-23,2023-03-23,settled,,fixed,
event_1906,user_16,expense,Ride service,transport,debit,1512.57,INR,2023-03-24,2023-03-24,settled,,fixed,
event_1907,user_16,expense,Cafe,dining,debit,2009.21,INR,2023-03-25,2023-03-25,settled,,fixed,
event_1908,user_16,expense,Neighborhood market,groceries,debit,3052.44,INR,2023-03-30,2023-03-30,settled,,fixed,
event_1909,user_16,expense,Transit pass,transport,debit,1557.21,INR,2023-03-31,2023-03-31,settled,,fixed,
event_1910,user_16,expense,Supermarket purchase,groceries,debit,2969.99,INR,2023-04-06,2023-04-06,settled,,fixed,
event_1911,user_16,expense,Fuel,transport,debit,1517.34,INR,2023-04-07,2023-04-07,settled,,fixed,
event_1912,user_16,expense,Cafe,dining,debit,2332.64,INR,2023-04-08,2023-04-08,settled,,fixed,
event_1913,user_16,expense,Grocery store,groceries,debit,3323.24,INR,2023-04-13,2023-04-13,settled,,fixed,
event_1914,user_16,expense,Ride service,transport,debit,1152.17,INR,2023-04-14,2023-04-14,settled,,fixed,
event_1915,user_16,expense,Supermarket purchase,groceries,debit,3353.27,INR,2023-04-20,2023-04-20,settled,,fixed,
event_1916,user_16,expense,Ride service,transport,debit,1435.96,INR,2023-04-21,2023-04-21,settled,,fixed,
event_1917,user_16,expense,Restaurant,dining,debit,2333.06,INR,2023-04-22,2023-04-22,settled,,fixed,
event_1918,user_16,expense,Supermarket purchase,groceries,debit,3273.52,INR,2023-04-27,2023-04-27,settled,,fixed,
event_1919,user_16,expense,Transit pass,transport,debit,1204.76,INR,2023-04-28,2023-04-28,settled,,fixed,
event_1920,user_16,expense,Grocery store,groceries,debit,3271.8,INR,2023-05-04,2023-05-04,settled,,fixed,
event_1921,user_16,expense,Fuel,transport,debit,1354.31,INR,2023-05-05,2023-05-05,settled,,fixed,
event_1922,user_16,expense,Food delivery,dining,debit,1893.85,INR,2023-05-06,2023-05-06,settled,,fixed,
event_1923,user_16,expense,Supermarket purchase,groceries,debit,3446.06,INR,2023-05-11,2023-05-11,settled,,fixed,
event_1924,user_16,expense,Fuel,transport,debit,1242.85,INR,2023-05-12,2023-05-12,settled,,fixed,
event_1925,user_16,expense,Grocery store,groceries,debit,2983.73,INR,2023-05-18,2023-05-18,settled,,fixed,
event_1926,user_16,expense,Transit pass,transport,debit,1178.59,INR,2023-05-19,2023-05-19,settled,,fixed,
event_1927,user_16,expense,Food delivery,dining,debit,2176.47,INR,2023-05-20,2023-05-20,settled,,fixed,
event_1928,user_16,expense,Neighborhood market,groceries,debit,3312.57,INR,2023-05-25,2023-05-25,settled,,fixed,
event_1929,user_16,expense,Ride service,transport,debit,1510.01,INR,2023-05-26,2023-05-26,settled,,fixed,
event_1930,user_16,expense,Neighborhood market,groceries,debit,3497.51,INR,2023-06-01,2023-06-01,settled,,fixed,
event_1931,user_16,expense,Ride service,transport,debit,1585.55,INR,2023-06-02,2023-06-02,settled,,fixed,
event_1932,user_16,expense,Restaurant,dining,debit,1873.31,INR,2023-06-03,2023-06-03,settled,,fixed,
event_1933,user_16,expense,Grocery store,groceries,debit,3337.31,INR,2023-06-08,2023-06-08,settled,,fixed,
event_1934,user_16,expense,Ride service,transport,debit,1467.66,INR,2023-06-09,2023-06-09,settled,,fixed,
event_1935,user_16,expense,Supermarket purchase,groceries,debit,2971.79,INR,2023-06-15,2023-06-15,settled,,fixed,
event_1936,user_16,expense,Transit pass,transport,debit,1241.19,INR,2023-06-16,2023-06-16,settled,,fixed,
event_1937,user_16,expense,Restaurant,dining,debit,2592.15,INR,2023-06-17,2023-06-17,settled,,fixed,
event_1938,user_16,expense,Grocery store,groceries,debit,2504.69,INR,2023-06-22,2023-06-22,settled,,fixed,
event_1939,user_16,expense,Ride service,transport,debit,1091.3,INR,2023-06-23,2023-06-23,settled,,fixed,
event_1940,user_16,expense,Supermarket purchase,groceries,debit,3602.22,INR,2023-06-29,2023-06-29,settled,,fixed,
event_1941,user_16,expense,Transit pass,transport,debit,1116.24,INR,2023-06-30,2023-06-30,settled,,fixed,
event_1942,user_16,expense,Restaurant,dining,debit,1632.47,INR,2023-07-01,2023-07-01,settled,,fixed,
event_1943,user_16,expense,Grocery store,groceries,debit,2765.46,INR,2023-07-06,2023-07-06,settled,,fixed,
event_1944,user_16,expense,Ride service,transport,debit,1349.69,INR,2023-07-07,2023-07-07,settled,,fixed,
event_1945,user_16,expense,Supermarket purchase,groceries,debit,3046.09,INR,2023-07-13,2023-07-13,settled,,fixed,
event_1946,user_16,expense,Ride service,transport,debit,1544.88,INR,2023-07-14,2023-07-14,settled,,fixed,
event_1947,user_16,expense,Restaurant,dining,debit,1638.71,INR,2023-07-15,2023-07-15,settled,,fixed,
event_1948,user_16,expense,Supermarket purchase,groceries,debit,3560.34,INR,2023-07-20,2023-07-20,settled,,fixed,
event_1949,user_16,expense,Transit pass,transport,debit,1568.83,INR,2023-07-21,2023-07-21,settled,,fixed,
event_1950,user_16,expense,Supermarket purchase,groceries,debit,2963.54,INR,2023-07-27,2023-07-27,settled,,fixed,
event_1951,user_16,expense,Fuel,transport,debit,1637.97,INR,2023-07-28,2023-07-28,settled,,fixed,
event_1952,user_16,expense,Restaurant,dining,debit,2606.45,INR,2023-07-29,2023-07-29,settled,,fixed,
event_1953,user_16,expense,Neighborhood market,groceries,debit,2502.18,INR,2023-08-03,2023-08-03,settled,,fixed,
event_1954,user_16,expense,Transit pass,transport,debit,1606.8,INR,2023-08-04,2023-08-04,settled,,fixed,
event_1955,user_16,expense,Grocery store,groceries,debit,3567.08,INR,2023-08-10,2023-08-10,settled,,fixed,
event_1956,user_16,expense,Fuel,transport,debit,1188.64,INR,2023-08-11,2023-08-11,settled,,fixed,
event_1957,user_16,expense,Restaurant,dining,debit,1836.5,INR,2023-08-12,2023-08-12,settled,,fixed,
event_1958,user_16,expense,Outstanding rent balance,rent,debit,100000,INR,2023-08-11,2023-08-16,scheduled,,fixed,
event_1959,user_17,income,Payroll credit,salary,credit,256000,INR,2025-10-15,2025-10-15,settled,,fixed,
event_1960,user_17,expense,Monthly rent,rent,debit,64200,INR,2025-10-01,2025-10-01,settled,,fixed,
event_1961,user_17,expense,Utility bill,utilities,debit,13695.9,INR,2025-10-05,2025-10-05,settled,,fixed,
event_1962,user_17,debt_payment,Loan repayment,debt_repayment,debit,13500,INR,2025-10-10,2025-10-10,settled,,fixed,
event_1963,user_17,subscription,Streaming subscription,streaming,debit,7510,INR,2025-10-08,2025-10-08,settled,,fixed,
event_1964,user_17,subscription,Fitness membership,gym,debit,7510,INR,2025-10-09,2025-10-09,settled,,fixed,
event_1965,user_17,subscription,Music subscription,music_subscription,debit,3000,INR,2025-10-10,2025-10-10,settled,,fixed,
event_1966,user_17,subscription,Cloud storage subscription,cloud_storage,debit,835,INR,2025-10-11,2025-10-11,settled,,fixed,
event_1967,user_17,subscription,Delivery membership,delivery_membership,debit,2240,INR,2025-10-12,2025-10-12,settled,,fixed,
event_1968,user_17,expense,Discretionary shopping budget,shopping,debit,12260,INR,2025-10-11,2025-10-11,settled,,reducible,4904
event_1969,user_17,expense,Entertainment budget,entertainment,debit,4880,INR,2025-10-13,2025-10-13,settled,,fixed,
event_1970,user_17,income,Payroll credit,salary,credit,256000,INR,2025-11-15,2025-11-15,settled,,fixed,
event_1971,user_17,expense,Monthly rent,rent,debit,64200,INR,2025-11-01,2025-11-01,settled,,fixed,
event_1972,user_17,expense,Utility bill,utilities,debit,13241.81,INR,2025-11-05,2025-11-05,settled,,fixed,
event_1973,user_17,debt_payment,Loan repayment,debt_repayment,debit,13500,INR,2025-11-10,2025-11-10,settled,,fixed,
event_1974,user_17,subscription,Streaming subscription,streaming,debit,7510,INR,2025-11-08,2025-11-08,settled,,fixed,
event_1975,user_17,subscription,Fitness membership,gym,debit,7510,INR,2025-11-09,2025-11-09,settled,,fixed,
event_1976,user_17,subscription,Music subscription,music_subscription,debit,3000,INR,2025-11-10,2025-11-10,settled,,fixed,
event_1977,user_17,subscription,Cloud storage subscription,cloud_storage,debit,835,INR,2025-11-11,2025-11-11,settled,,fixed,
event_1978,user_17,subscription,Delivery membership,delivery_membership,debit,2240,INR,2025-11-12,2025-11-12,settled,,fixed,
event_1979,user_17,expense,Discretionary shopping budget,shopping,debit,12260,INR,2025-11-11,2025-11-11,settled,,reducible,4904
event_1980,user_17,expense,Entertainment budget,entertainment,debit,4880,INR,2025-11-13,2025-11-13,settled,,fixed,
event_1981,user_17,income,Payroll credit,salary,credit,256000,INR,2025-12-15,2025-12-15,settled,,fixed,
event_1982,user_17,expense,Monthly rent,rent,debit,64200,INR,2025-12-01,2025-12-01,settled,,fixed,
event_1983,user_17,expense,Utility bill,utilities,debit,13835.62,INR,2025-12-05,2025-12-05,settled,,fixed,
event_1984,user_17,debt_payment,Loan repayment,debt_repayment,debit,13500,INR,2025-12-10,2025-12-10,settled,,fixed,
event_1985,user_17,subscription,Streaming subscription,streaming,debit,7510,INR,2025-12-08,2025-12-08,settled,,fixed,
event_1986,user_17,subscription,Fitness membership,gym,debit,7510,INR,2025-12-09,2025-12-09,settled,,fixed,
event_1987,user_17,subscription,Music subscription,music_subscription,debit,3000,INR,2025-12-10,2025-12-10,settled,,fixed,
event_1988,user_17,subscription,Cloud storage subscription,cloud_storage,debit,835,INR,2025-12-11,2025-12-11,settled,,fixed,
event_1989,user_17,subscription,Delivery membership,delivery_membership,debit,2240,INR,2025-12-12,2025-12-12,settled,,fixed,
event_1990,user_17,expense,Discretionary shopping budget,shopping,debit,12260,INR,2025-12-11,2025-12-11,settled,,reducible,4904
event_1991,user_17,expense,Entertainment budget,entertainment,debit,4880,INR,2025-12-13,2025-12-13,settled,,fixed,
event_1992,user_17,income,Payroll credit,salary,credit,256000,INR,2026-01-15,2026-01-15,settled,,fixed,
event_1993,user_17,expense,Monthly rent,rent,debit,64200,INR,2026-01-01,2026-01-01,settled,,fixed,
event_1994,user_17,expense,Utility bill,utilities,debit,13572.67,INR,2026-01-05,2026-01-05,settled,,fixed,
event_1995,user_17,debt_payment,Loan repayment,debt_repayment,debit,13500,INR,2026-01-10,2026-01-10,settled,,fixed,
event_1996,user_17,subscription,Streaming subscription,streaming,debit,7510,INR,2026-01-08,2026-01-08,settled,,fixed,
event_1997,user_17,subscription,Fitness membership,gym,debit,7510,INR,2026-01-09,2026-01-09,settled,,fixed,
event_1998,user_17,subscription,Music subscription,music_subscription,debit,3000,INR,2026-01-10,2026-01-10,settled,,fixed,
event_1999,user_17,subscription,Cloud storage subscription,cloud_storage,debit,835,INR,2026-01-11,2026-01-11,settled,,fixed,
event_2000,user_17,subscription,Delivery membership,delivery_membership,debit,2240,INR,2026-01-12,2026-01-12,settled,,fixed,
event_2001,user_17,expense,Discretionary shopping budget,shopping,debit,12260,INR,2026-01-11,2026-01-11,settled,,reducible,4904
event_2002,user_17,expense,Entertainment budget,entertainment,debit,4880,INR,2026-01-13,2026-01-13,settled,,fixed,
event_2003,user_17,income,Payroll credit,salary,credit,256000,INR,2026-02-15,2026-02-15,settled,,fixed,
event_2004,user_17,expense,Monthly rent,rent,debit,64200,INR,2026-02-01,2026-02-01,settled,,fixed,
event_2005,user_17,expense,Utility bill,utilities,debit,13202.69,INR,2026-02-05,2026-02-05,settled,,fixed,
event_2006,user_17,debt_payment,Loan repayment,debt_repayment,debit,13500,INR,2026-02-10,2026-02-10,settled,,fixed,
event_2007,user_17,subscription,Streaming subscription,streaming,debit,7510,INR,2026-02-08,2026-02-08,settled,,fixed,
event_2008,user_17,subscription,Fitness membership,gym,debit,7510,INR,2026-02-09,2026-02-09,settled,,fixed,
event_2009,user_17,subscription,Music subscription,music_subscription,debit,3000,INR,2026-02-10,2026-02-10,settled,,fixed,
event_2010,user_17,subscription,Cloud storage subscription,cloud_storage,debit,835,INR,2026-02-11,2026-02-11,settled,,fixed,
event_2011,user_17,subscription,Delivery membership,delivery_membership,debit,2240,INR,2026-02-12,2026-02-12,settled,,fixed,
event_2012,user_17,expense,Discretionary shopping budget,shopping,debit,12260,INR,2026-02-11,2026-02-11,settled,,reducible,4904
event_2013,user_17,expense,Entertainment budget,entertainment,debit,4880,INR,2026-02-13,2026-02-13,settled,,fixed,
event_2014,user_17,expense,Grocery store,groceries,debit,11959.81,INR,2025-09-05,2025-09-05,settled,,fixed,
event_2015,user_17,expense,Transit pass,transport,debit,8149.72,INR,2025-09-06,2025-09-06,settled,,fixed,
event_2016,user_17,expense,Neighborhood market,groceries,debit,10332.35,INR,2025-09-12,2025-09-12,settled,,fixed,
event_2017,user_17,expense,Ride service,transport,debit,7022.73,INR,2025-09-13,2025-09-13,settled,,fixed,
event_2018,user_17,expense,Food delivery,dining,debit,10740.45,INR,2025-09-14,2025-09-14,settled,,fixed,
event_2019,user_17,expense,Neighborhood market,groceries,debit,10074.31,INR,2025-09-19,2025-09-19,settled,,fixed,
event_2020,user_17,expense,Fuel,transport,debit,6879.84,INR,2025-09-20,2025-09-20,settled,,fixed,
event_2021,user_17,expense,Supermarket purchase,groceries,debit,8531.69,INR,2025-09-26,2025-09-26,settled,,fixed,
event_2022,user_17,expense,Ride service,transport,debit,7899,INR,2025-09-27,2025-09-27,settled,,fixed,
event_2023,user_17,expense,Restaurant,dining,debit,10145.73,INR,2025-09-28,2025-09-28,settled,,fixed,
event_2024,user_17,expense,Neighborhood market,groceries,debit,11597.61,INR,2025-10-03,2025-10-03,settled,,fixed,
event_2025,user_17,expense,Fuel,transport,debit,6896.74,INR,2025-10-04,2025-10-04,settled,,fixed,
event_2026,user_17,expense,Supermarket purchase,groceries,debit,12050.32,INR,2025-10-10,2025-10-10,settled,,fixed,
event_2027,user_17,expense,Fuel,transport,debit,5415.31,INR,2025-10-11,2025-10-11,settled,,fixed,
event_2028,user_17,expense,Food delivery,dining,debit,11228.07,INR,2025-10-12,2025-10-12,settled,,fixed,
event_2029,user_17,expense,Neighborhood market,groceries,debit,12419.35,INR,2025-10-17,2025-10-17,settled,,fixed,
event_2030,user_17,expense,Fuel,transport,debit,6531.01,INR,2025-10-18,2025-10-18,settled,,fixed,
event_2031,user_17,expense,Neighborhood market,groceries,debit,11000.21,INR,2025-10-24,2025-10-24,settled,,fixed,
event_2032,user_17,expense,Fuel,transport,debit,8836.02,INR,2025-10-25,2025-10-25,settled,,fixed,
event_2033,user_17,expense,Food delivery,dining,debit,8947.2,INR,2025-10-26,2025-10-26,settled,,fixed,
event_2034,user_17,expense,Neighborhood market,groceries,debit,10483.57,INR,2025-10-31,2025-10-31,settled,,fixed,
event_2035,user_17,expense,Ride service,transport,debit,5810.19,INR,2025-11-01,2025-11-01,settled,,fixed,
event_2036,user_17,expense,Grocery store,groceries,debit,11666.65,INR,2025-11-07,2025-11-07,settled,,fixed,
event_2037,user_17,expense,Fuel,transport,debit,7085.81,INR,2025-11-08,2025-11-08,settled,,fixed,
event_2038,user_17,expense,Restaurant,dining,debit,11542.2,INR,2025-11-09,2025-11-09,settled,,fixed,
event_2039,user_17,expense,Neighborhood market,groceries,debit,9424.71,INR,2025-11-14,2025-11-14,settled,,fixed,
event_2040,user_17,expense,Fuel,transport,debit,5856.03,INR,2025-11-15,2025-11-15,settled,,fixed,
event_2041,user_17,expense,Supermarket purchase,groceries,debit,12482.53,INR,2025-11-21,2025-11-21,settled,,fixed,
event_2042,user_17,expense,Transit pass,transport,debit,8394.71,INR,2025-11-22,2025-11-22,settled,,fixed,
event_2043,user_17,expense,Food delivery,dining,debit,8474.84,INR,2025-11-23,2025-11-23,settled,,fixed,
event_2044,user_17,expense,Supermarket purchase,groceries,debit,12199.67,INR,2025-11-28,2025-11-28,settled,,fixed,
event_2045,user_17,expense,Fuel,transport,debit,6000.69,INR,2025-11-29,2025-11-29,settled,,fixed,
event_2046,user_17,expense,Supermarket purchase,groceries,debit,11265.53,INR,2025-12-05,2025-12-05,settled,,fixed,
event_2047,user_17,expense,Ride service,transport,debit,8024.4,INR,2025-12-06,2025-12-06,settled,,fixed,
event_2048,user_17,expense,Restaurant,dining,debit,7755.5,INR,2025-12-07,2025-12-07,settled,,fixed,
event_2049,user_17,expense,Supermarket purchase,groceries,debit,9325.81,INR,2025-12-12,2025-12-12,settled,,fixed,
event_2050,user_17,expense,Transit pass,transport,debit,7803.95,INR,2025-12-13,2025-12-13,settled,,fixed,
event_2051,user_17,expense,Neighborhood market,groceries,debit,10626.77,INR,2025-12-19,2025-12-19,settled,,fixed,
event_2052,user_17,expense,Fuel,transport,debit,5604.66,INR,2025-12-20,2025-12-20,settled,,fixed,
event_2053,user_17,expense,Restaurant,dining,debit,7843,INR,2025-12-21,2025-12-21,settled,,fixed,
event_2054,user_17,expense,Neighborhood market,groceries,debit,11177.93,INR,2025-12-26,2025-12-26,settled,,fixed,
event_2055,user_17,expense,Transit pass,transport,debit,7916.09,INR,2025-12-27,2025-12-27,settled,,fixed,
event_2056,user_17,expense,Grocery store,groceries,debit,12582.16,INR,2026-01-02,2026-01-02,settled,,fixed,
event_2057,user_17,expense,Transit pass,transport,debit,6241.36,INR,2026-01-03,2026-01-03,settled,,fixed,
event_2058,user_17,expense,Restaurant,dining,debit,7537.36,INR,2026-01-04,2026-01-04,settled,,fixed,
event_2059,user_17,expense,Grocery store,groceries,debit,12135.79,INR,2026-01-09,2026-01-09,settled,,fixed,
event_2060,user_17,expense,Fuel,transport,debit,6647.74,INR,2026-01-10,2026-01-10,settled,,fixed,
event_2061,user_17,expense,Neighborhood market,groceries,debit,11956.67,INR,2026-01-16,2026-01-16,settled,,fixed,
event_2062,user_17,expense,Fuel,transport,debit,5327.06,INR,2026-01-17,2026-01-17,settled,,fixed,
event_2063,user_17,expense,Cafe,dining,debit,9096.98,INR,2026-01-18,2026-01-18,settled,,fixed,
event_2064,user_17,expense,Supermarket purchase,groceries,debit,11962.53,INR,2026-01-23,2026-01-23,settled,,fixed,
event_2065,user_17,expense,Transit pass,transport,debit,8251.99,INR,2026-01-24,2026-01-24,settled,,fixed,
event_2066,user_17,expense,Grocery store,groceries,debit,11434.62,INR,2026-01-30,2026-01-30,settled,,fixed,
event_2067,user_17,expense,Fuel,transport,debit,8844.72,INR,2026-01-31,2026-01-31,settled,,fixed,
event_2068,user_17,expense,Restaurant,dining,debit,11466.28,INR,2026-02-01,2026-02-01,settled,,fixed,
